folioproy,nombreInvestigador,instrumento,year,universidad,grupoEstudio,titulo,universidadEscala
1160308,Nicolas Somma,Regular,2016,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Dinámicas de la participación en la protesta: un estudio comparado de Chile y Argentina,PUC
1160602,Adela Montero,Regular,2016,UNIV.DE CHILE,SOCIOLOGIA CS I,"Representaciones discursivas sobre derechos y deberes profesionales, institucionales y rol del estado, relacionadas con la objeción de conciencia sanitaria y despenalización de la interrupción voluntaria del embarazo, por tres causales en Chile",UCH
1160637,Rubén Dittus,Regular,2016,UNIV.CENTRAL DE CHILE,SOCIOLOGIA CS I,"La formación del guionista en Chile: análisis de los enfoques curriculares y modelos de evaluación de la escritura para cine, televisión y transmedia",Otra
1160650,Ana Vergara,Regular,2016,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,"La relación entre padres e hijos(as) en la perspectiva de niños(as) y adultos. Un estudio discursivo en Santiago, Chile",UDP
1160742,Paula Vidal,Regular,2016,UNIV.DE CHILE,SOCIOLOGIA CS I,"Planes sociales de empleo y protección social para la (des)igualdad: los casos de Brasil, Chile y Venezuela",UCH
1160857,Gustavo Blanco,Regular,2016,UNIV.AUSTRAL DE CHILE,SOCIOLOGIA CS I,La vida social de la energía: trayectorias territoriales de la energía en tres regiones del sur-austral de Chile,Otra
1160869,Pamela Zapata,Regular,2016,UNIV.DE TARAPACA,SOCIOLOGIA CS I,Social relations and interactions among the children of immigrants and the children of chileans in schools in Arica: construction of a habitus in everyday school life,Otra
1160921,Juan Castillo,Regular,2016,UNIV.DE CHILE,SOCIOLOGIA CS I,Economía moral de la meritocracia y preferencias redistributivas,UCH
1160955,Gabriel Castillo,Regular,2016,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,"Intermedialidad, utopía y anticipación tecnológica en el imaginario chileno republicano (1870-1978)",PUC
1160984,Emmanuelle Barozet,Regular,2016,UNIV.DE CHILE,SOCIOLOGIA CS I,"¿""Malas prácticas"" o ""aceitar la máquina""? Las instituciones informales en tiempos de cambios políticos y su impacto en la democracia chilena (2016-2019)",UCH
1161126,Oscar Aguilera,Regular,2016,UNIV.DE CHILE,SOCIOLOGIA CS I,"La construcción visual de la juventud en Chile. Canon de representación, intermedialidad y sensorium a partir de las imágenes visuales de publicaciones periódicas y archivos fotográficos (1910-1973)",UCH
1161253,Juan Fierro,Regular,2016,UNIV.DE LA FRONTERA,SOCIOLOGIA CS I,"La construcción socioimaginaria del estado y la democracia en el discurso de las memorias personales de actores políticos, militares y religiosos de la esfera pública chilena, escritas en el contexto de la dictadura y publicadas entre 1987 y 2011",UFRO
1161347,Dasten Julián,Regular,2016,UNIV.CATOLICA DE TEMUCO,SOCIOLOGIA CS I,"Cartografía de la(s) precariedad(es) laboral(es) y las relaciones laborales de la zona centro sur. Tipología del trabajo precario y su incidencia en la práctica sindical en las regiones del Maule, Biobío y la Araucanía",Otra
1161353,Francisco Ganga,Regular,2016,UNIV.DE TARAPACA,SOCIOLOGIA CS I,Formas de gobierno y modelos de valoración del desempeño universitario en Iberoamérica: un estudio bajo un enfoque organizacional multi-teórico,Otra
1161532,Chiara Sáez,Regular,2016,UNIV.DE CHILE,SOCIOLOGIA CS I,"Hacia una sociología de la cultura popular ausente. Corporalidad, representación y mediatización de 'lo popular reprimido' y 'lo popular no representado' en Santiago de Chile (1810-1925)",UCH
1161624,Mauricio Salgado,Regular,2016,UNIV.ANDRES BELLO,SOCIOLOGIA CS I,"Antecedent social factors of moral behaviour: expectations, decisions and justificatory principles in social dilemmas",UNAB
1170078,Mahia Saracostti,Regular,2017,UNIV.DE VALPARAISO,SOCIOLOGIA CS I,"Análisis, validación y evaluación de un modelo de colaboración familia-escuela para la promoción del involucramiento familiar y el desarrollo integral de la niñez. Desde la literatura científica internacional a la generación de evidencia en Chile",Otra
1170153,Sebastián Ureta,Regular,2017,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,Entierrando el antropoceno: ensamblando nuevos ecosistemas desde suelos degradados en la región de Atacama,UAH
1170246,Maria Pellegrini,Regular,2017,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Transcurso y metamorfosis de la cobertura informativa de desastres: alteraciones y modificaciones de los objetivos informativos en las distintas fases y tipos de desastres,PUC
1170324,Maria Correa,Regular,2017,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Inclusión digital móvil: oportunidades y desafíos del acceso y uso de internet a través del teléfono en Chile,UDP
1170371,Maria Da Rocha,Regular,2017,UNIV.AUTONOMA DE CHILE,SOCIOLOGIA CS I,"Las elites académicas universitarias en Chile. Un estudio sobre los perfiles, vivencias y percepciones sobre el éxito del alumnado y el rol de las instituciones universitarias de élite en los procesos de reproducción y movilidad social",Otra
1170417,Caterine Galaz,Regular,2017,UNIV.DE CHILE,SOCIOLOGIA CS I,Acción pública y diversidad sexual en Chile: construcciones sociales en democracia (1990-2016),UCH
1170477,Claudio Ramos,Regular,2017,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,"La gubernamentalidad del sistema educacional chileno y su dispositivo evaluador: redes de producción, decisiones controversiales y efectos performativos (1968-2019)",UAH
1170479,Luis Thayer,Regular,2017,UNIV.CENTRAL DE CHILE,SOCIOLOGIA CS I,Condiciones institucionales y consecuencias subjetivas de la producción del estatus legal precario en los migrantes en Chile,Otra
1170493,Lorena Gallardo,Regular,2017,UNIV.DE TARAPACA,SOCIOLOGIA CS I,Envejecimiento en el lugar: la influencia del ambiente residencial y la pertenencia étnica en el envejecimiento exitoso en personas mayores aymaras y mapuches de Chile,Otra
1170532,Luisa Delgado,Regular,2017,FUND CENT TRANSDISCIPLINARIO DE ESTUDIOS,SOCIOLOGIA CS I,Modelos conceptuales del sistema complejo sociedad-naturaleza: abriendo caminos hacia nuevas formas de construcción del desarrollo rural en Chile,Otra
1170725,Maria Mujica,Regular,2017,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,"Recursos melodramáticas y noticias televisivas: activación, disfrute identificación y contagio emocional como elementos explicadores de los efectos del melodrama sobre la recordación y comprensión de información",PUC
1170843,William Porath,Regular,2017,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Cambios en los debates presidenciales en televisión en Chile (1989 - 2017): el rol de los periodistas y el contenido de las respuestas de los candidatos,PUC
1170947,Iskra Pávez,Regular,2017,UNIV.BERNARDO O'HIGGINS,SOCIOLOGIA CS I,"Múltiples violencias que afectan a las niñas y los niños migrantes en Chile: derechos, intervenciones sociales y políticas públicas",Otra
1171025,Kirsten Sehnbruch,Regular,2017,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Expanding social indicators research: the quality of employment in developing countries,UDP
1171071,Maria Herrera,Regular,2017,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Comprendiendo la dinámica de la abuelidad y su relación con el bienestar de las personas mayores en Chile,PUC
1171072,Mónica Gerber,Regular,2017,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,"Justicia, legitimidad y cambio social: acerca de la interacción entre justicia distributiva y procedimental",UDP
1171088,Álvaro Soto,Regular,2017,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,Subjetividades en el trabajo en red: las identidades laborales de trabajadores de redes surgidas de alianzas público-privadas (redes app) en Chile,UAH
1171144,Rene Montalba,Regular,2017,UNIV.DE LA FRONTERA,SOCIOLOGIA CS I,Efectos locales de la compra de tierras a comunidades mapuche en la Araucanía: un análisis socioecológico y de calidad de vida humana,UFRO
1171426,Vicente Espinoza,Regular,2017,UNIV.DE SANTIAGO DE CHILE,SOCIOLOGIA CS I,La estructura de la sociabilidad en Chile y sus consecuencias para nuestra convivencia. Análisis longitudinal de redes sociales,USACH
1171776,Manuel Canales,Regular,2017,UNIV.DE CHILE,SOCIOLOGIA CS I,"Trayectorias, oportunidades y expectativas educacionales post-secundarias de jóvenes chilenos. Hacia una comprensión del soporte socio-cultural del mercado de la educación superior",UCH
1180016,Paulina Salinas,Regular,2018,UNIV.CATOLICA DEL NORTE,SOCIOLOGIA CS I,Segregación ocupacional por sexo: etnografía de las interacciones simbólicas y no simbólicas en la formación técnica y/o universitaria para la minería mixta del 2035,Otra
1180038,Jeanne Hersant,Regular,2018,UNIV.DE PLAYA ANCHA CS. EDUCACION,SOCIOLOGIA CS I,Reformas judiciales y acceso a la justicia en Chile: desde la sociología del actuar y la recepción judicial (2000-2020),Otra
1180079,Jimena Silva,Regular,2018,UNIV.CATOLICA DEL NORTE,SOCIOLOGIA CS I,Mercantilización de las emociones. El lugar simbólico de las trabajadoras sexuales en las emociones de los hombres de la gran minería del cobre,Otra
1180115,Tomas Ariztia,Regular,2018,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,La vida social de las prácticas y tecnologías para el consumo sustentable: una mirada sociológica a la autogeneración energética y el reciclaje doméstico,UDP
1180129,Carla Fardella,Regular,2018,UNIV.ANDRES BELLO,SOCIOLOGIA CS I,"El trabajo científico en Chile: instrumentos de acción pública, prácticas de producción científica e identidades laborales",UNAB
1180200,Guillermo Ronda,Regular,2018,UNIV.CATOLICA DEL NORTE,SOCIOLOGIA CS I,Análisis del impacto relativo del sistema de ciencia chileno 2010-2017. Un enfoque libre de escala,Otra
1180338,Kathya Araujo,Regular,2018,UNIV.DE SANTIAGO DE CHILE,SOCIOLOGIA CS I,Problematizaciones del individualismo en América del Sur,USACH
1180359,Luis Bahamondes,Regular,2018,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,"Nuevas mercancías y servicios religiosos en Santiago: prácticas, consumo y resignificaciones de lo sagrado",UAH
1180443,Claudia Mellado,Regular,2018,PONT. UNIV. CATOLICA DE VALPARAISO,SOCIOLOGIA CS I,"Prácticas, discursos y redefinición de roles periodísticos en redes sociales: un estudio comparado en las plataformas digitales de Twitter e Instagram",Otra
1180496,Gonzalo De La Maza,Regular,2018,UNIV.DE LOS LAGOS,SOCIOLOGIA CS I,¿De la dispersión a la acumulación? Consecuencias políticas de los conflictos socio-territoriales en perspectiva comparada (Chile-Perú),Otra
1180590,Pamela Caro,Regular,2018,UNIV.SANTO TOMAS,SOCIOLOGIA CS I,"Fracturas al orden de género en la gran minería en Chile: trayectorias personales y ocupacionales de mujeres en cargos no tradicionales, ejecutivos u operarios, analizados desde la interseccionalidad",Otra
1180847,Juan Sandoval,Regular,2018,UNIV.DE VALPARAISO,SOCIOLOGIA CS I,Análisis de los discursos de jóvenes universitarios que participan y no participan en manifestaciones estudiantiles de Santiago y Valparaíso acerca de la legitimidad del sistema y la legitimidad de las acciones de protesta del movimiento estudiantil,Otra
1180887,Octavio Avendaño,Regular,2018,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,Intereses y controversias en torno al agua. Los grupos de interés y la reforma al código de aguas,UAH
1180892,Luis Nitrihual,Regular,2018,UNIV.DE LA FRONTERA,SOCIOLOGIA CS I,El imaginario social de la nación en la crítica literaria periodística publicada en la prensa chilena durante el periodo de la unidad popular (1970-1973),UFRO
1181009,Esteban Calvo,Regular,2018,UNIV.MAYOR,SOCIOLOGIA CS I,Can society turn wine into water? Cross-national life-course research on the social variations in the association between drinking behavior and healthy aging,Otra
1181041,Antonio Stecher,Regular,2018,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,"Trabajo y construcción de identidades en trabajadores de la industria del retail en Chile. Estudio en 3 ciudades sobre contextos regionales productivos, narrativas identitarias, formas de reconocimiento, control managerial y organización sindical",UDP
1181065,Cristian Parker,Regular,2018,UNIV.DE SANTIAGO DE CHILE,SOCIOLOGIA CS I,La producción del conocimiento sociotécnico en contextos de evaluación ambiental,USACH
1181239,Cristian Cox,Regular,2018,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Socialización política y educación para la ciudadanía: el rol de la familia y de la escuela,UDP
1181493,Roberto Fernández,Regular,2018,UNIV.DE CHILE,SOCIOLOGIA CS I,Memorias políticas que activistas de diferentes generaciones construyen sobre la politización de la sociedad chilena en el pasado reciente,UCH
1181503,Marjorie Murray,Regular,2018,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,"Parenting at the crossroads: a study of early childhood, care and mobility in an intercultural context in Santiago de Chile",PUC
1181533,Juan Oyanedel,Regular,2018,UNIV.ANDRES BELLO,SOCIOLOGIA CS I,The institutional basis of subjective wellbeing: understanding the role of trust in the criminal justice system and ontological security in comparative perspective,UNAB
1181585,Rodrigo Cordero,Regular,2018,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Constitución política y reprogramación del orden social: un estudio sobre la producción de conceptos de sociedad en la discusión y redacción de la constitución chilena de 1980,UDP
1181600,Daniel Halpern,Regular,2018,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Riesgos y oportunidades del uso de tics en escolares: hacia una agenda de alfabetización digital para el alumno 2020,PUC
1181901,Sandra Leiva,Regular,2018,UNIV.ARTURO PRAT,SOCIOLOGIA CS I,Cadenas transfronterizas de cuidado entre Chile y Bolivia: trabajo de cuidado y emociones en un contexto de movilidad circular,Otra
1190013,Verónica Gómez,Regular,2019,UNIV.AUTONOMA DE CHILE,SOCIOLOGIA CS I,"Jóvenes, trabajo y familia: hacia un modelo para la comprensión de expectativas familiares y laborales",Otra
1190020,Beatriz Cid,Regular,2019,UNIV.DE CONCEPCION,SOCIOLOGIA CS I,Comunalización y heterogeneidades económicas: espacios de diálogo en torno a casos en el centro sur de Chile,Otra
1190094,Modesto Gayo,Regular,2019,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Comparación espacio-temporal de la participación cultural y el gusto. El caso de Chile,UDP
1190133,Humberto Dilla,Regular,2019,UNIV.ARTURO PRAT,SOCIOLOGIA CS I,La intermediación urbano-portuaria en un contexto transfronterizo: Arica (2008-2018),Otra
1190150,Patricia Castillo,Regular,2019,FUND. PARA LA INV. DEPRESION Y PERS.,SOCIOLOGIA CS I,Infancia institucionalizada y vida cotidiana de la niñez en las residencias de protección de Santiago de Chile (1979-2000),Otra
1190257,Maria Rubilar,Regular,2019,UNIV.DE CHILE,SOCIOLOGIA CS I,Estudio longitudinal de trayectorias y transiciones investigativas de trabajadores sociales chilenos,UCH
1190265,Aldo Mascareño,Regular,2019,UNIV.ADOLFO IBANEZ,SOCIOLOGIA CS I,"Gobernando transiciones críticas en sistemas socioecológicos: el caso de Chiloé, Chile",Otra
1190286,Claudio Maldonado,Regular,2019,UNIV.CATOLICA DE TEMUCO,SOCIOLOGIA CS I,"Tecno política mapuche. Redes de comunicación, interculturalidad y heteronomía desde el wallmapu",Otra
1190412,Carlos Boso,Regular,2019,UNIV.DE LA FRONTERA,SOCIOLOGIA CS I,"Calidad del aire, vulnerabilidad social y percepción de riesgo en ciudades intermedias del sur de Chile: un análisis desde la justicia ambiental",UFRO
1190436,Oscar Mac-Clure,Regular,2019,UNIV.DE LOS LAGOS,SOCIOLOGIA CS I,La posición de uno mismo en la sociedad: lo justo y lo injusto en el espejo social,Otra
1190483,Viviana Salinas,Regular,2019,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Fecundidad adolescente y resultados educativos en Chile,PUC
1190528,Manuel Tironi,Regular,2019,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Naturalezas equívocas: disensos ontológicos y las transiciones hacia la sustentabilidad,PUC
1190540,Andrés Scherman,Regular,2019,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Inmigración en Chile: cobertura e impacto de los contenidos difundidos por los medios de comunicación en las percepciones de las audiencias,UDP
1190543,Juan Espinosa,Regular,2019,UNIV.ANDRES BELLO,SOCIOLOGIA CS I,Doing laboratory studies in Chile: re-engaging science in the making and the established field of science and technology studies,UNAB
1190657,Jose Weinstein,Regular,2019,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Confianza relacional en la educación media. Un estudio en establecimientos científico-humanistas y técnico-profesionales de la región metropolitana,UDP
1190697,Ximena Valdés,Regular,2019,UNIV.ACADEMIA DE HUMANISMO CRISTIANO,SOCIOLOGIA CS I,"Género, etnia y nacionalidad en los asalariados temporales de la fruticultura de exportación. Una inmersión en trayectorias sociales frente a estrategias empresariales de empleo en Atacama y La Araucanía",Otra
1190834,Oriana Bernasconi,Regular,2019,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,"Más allá del paradigma de la víctima: genealogías de dispositivos de performación de sujetos de la violencia política. Chile, 1973-2018",UAH
1190866,Paula Vidal,Regular,2019,UNIV.DE CHILE,SOCIOLOGIA CS I,"Políticas (estatales) de empleo bajo el neoliberalismo y el buen vivir: encrucijadas para el desarrollo. Los casos de Bolivia, Brasil, Chile y ecuador (2014-2018)",UCH
1191015,Vicente Sisto,Regular,2019,PONT. UNIV. CATOLICA DE VALPARAISO,SOCIOLOGIA CS I,Trabajo público en tiempos manageriales: prácticas cotidianas y formas de acción colectiva en contextos de alta rendición de cuentas y gobernanza financializada de lo público,Otra
1191269,Paola Bolados,Regular,2019,UNIV.DE VALPARAISO,SOCIOLOGIA CS I,"De zonas de sacrificio a zonas de recuperación socioambiental: construcción participativa de criterios de gobernanza ambiental y bienestar en Las bahías-Puerto de Huasco, Puchuncaví-Quintero y Coronel, Chile",Otra
1191440,Maria Méndez,Regular,2019,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,"Repertorios culturales, trayectorias socio-espaciales y política: sobre la fragmentación y conflicto posicional en la clase media alta en Chile",PUC
1191490,Rodrigo Cofre,Regular,2019,UNIV.ANDRES BELLO,SOCIOLOGIA CS I,"Desigualdad temporal, reproducción y exclusión social",UNAB
1191491,Carlos Duran,Regular,2019,UNIV.CATOLICA CARDENAL SILVA HENRIQUEZ,SOCIOLOGIA CS I,¿Hacia un nuevo campo político?: organizaciones y discursos políticos emergentes en el Chile actual (2010-2010),Otra
1191522,Luis Maldonado,Regular,2019,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Economía moral de los desastres socionaturales y el Estado,PUC
1191585,Maria Fernández,Regular,2019,UNIV.CATOLICA DE TEMUCO,SOCIOLOGIA CS I,Segregación de género en la elección de estudios superiores. Análisis de factores internos y externos que influyen en las trayectorias vocacionales de estudiantes secundarios/as chilenos/as,Otra
1200076,Gloria Baigorrotegui,Regular,2020,UNIV.DE SANTIAGO DE CHILE,SOCIOLOGIA CS I,Prácticas de mantención y reparación de infraestructuras remotas y el surgimiento de comunidades energéticas en Coyhaique y Puerto Edén,USACH
1200108,Lorena Antezana,Regular,2020,UNIV.DE CHILE,SOCIOLOGIA CS I,Formación de audiencias ciudadanas: adolescentes y telenovelas en tiempos de intolerancia,UCH
1200190,Nicolas Somma,Regular,2020,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,"¿Víctimas del neoliberalismo o aristocracia obrera? Explicando las variaciones en los movimientos laborales latinoamericanos, desde el consenso de Washington hasta Bolsonaro",PUC
1200208,Daniel Chernilo,Regular,2020,UNIV.ADOLFO IBANEZ,SOCIOLOGIA CS I,The autonomy and secularisation of modernity. A study in philosophical sociology,Otra
1200374,Adela Montero,Regular,2020,UNIV.DE CHILE,SOCIOLOGIA CS I,"Representaciones sociales de actores relevantes vinculadas con las principales barreras a las prestaciones garantizadas en la ley 21.030, que despenaliza la interrupción del embarazo por tres causales en Chile",UCH
1200421,Juan Morales,Regular,2020,UNIV.CATOLICA CARDENAL SILVA HENRIQUEZ,SOCIOLOGIA CS I,"Democracia, política y redes corporativas en Chile. Una aproximación sociológica y metodológica al campo social e institucional de centros de estudios y think tanks (1990-2021)",Otra
1200493,Alfredo Joignant,Regular,2020,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Capitalismo y legitimación de la democracia: el circuito global-local de producción y recepción de ideas a partir de la plataforma project syndicate,UDP
1200841,Alexis Cortes,Regular,2020,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,Radiografía del pensamiento crítico latinoamericano: las antologías de clacso como aproximación a un canon regional,UAH
1200860,Emilie Raymond,Regular,2020,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Vejez e interculturalidad: distancias y encuentros en un Chile diverso,PUC
1200990,Dasten Julián,Regular,2020,UNIV.CATOLICA DE TEMUCO,SOCIOLOGIA CS I,"Precariedades del trabajo en la macrozona sur de Chile: intersecciones, territorios y resistencias en las regiones del Maule, Ñuble, Biobío y la Araucanía",Otra
1201054,Marcela Tapia,Regular,2020,UNIV.ARTURO PRAT,SOCIOLOGIA CS I,"Migraciones y zona franca: empresarios, comerciantes y trabajadores extranjeros en la historia de zofri desde 1975 hasta hoy",Otra
1201112,Manuel Alonso,Regular,2020,UNIV.CATOLICA DE LA STMA. CONCEPCION,SOCIOLOGIA CS I,"Communicating family identity through the web to improve consumer attention, brand attitude, and purchase intention",Otra
1201130,Carolina Stefoni,Regular,2020,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,Rutas y trayectorias de migrantes venezolanos a lo largo de américa del sur. Cuando las puertas comienzan a cerrarse,UAH
1201141,Oscar Aguilera,Regular,2020,UNIV.DE CHILE,SOCIOLOGIA CS I,Jóvenes de película: genealogía de la juventud a partir de la producción cinematográfica en Chile del siglo XX,UCH
1201255,Félix Rojo,Regular,2020,UNIV.CATOLICA DE TEMUCO,SOCIOLOGIA CS I,Los gustos espaciales en la producción de espacios urbanos dentro del Chile neoliberal: el caso de las conurbaciones de Temuco-Padre las casas e Iquique-Alto Hospicio,Otra
1201373,Gustavo Blanco,Regular,2020,UNIV.AUSTRAL DE CHILE,SOCIOLOGIA CS I,Ecologías de la reparación: crisis socioambientales como procesos de experimentación ontológica,Otra
1201629,Claudia Giacoman,Regular,2020,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,"Jóvenes veganos en Santiago de Chile: una investigación sobre carreras desviadas, hábitus y prácticas socio-alimentarias",PUC
1201685,Gianinna Muñoz,Regular,2020,UNIV.DE CHILE,SOCIOLOGIA CS I,Resistencias profesionales en la primera línea de implementación de programas sociales en Chile,UCH
1201981,Cristian Radiszcz,Regular,2020,UNIV.DE CHILE,SOCIOLOGIA CS I,Gramáticas de las microcontroversias a propósito del trastorno por déficit atencional e hiperactividad. Un estudio sobre los diferendos normativos suscitados en el marco de los actuales procesos civilizatorios en Chile,UCH
11100034,Manuel Tironi,Iniciación,2010,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Participación ciudadana en contextos de desastre: una aproximación desde la sociología de las controversias,PUC
11100043,Luis Thayer,Iniciación,2010,UNIV.DE LOS LAGOS,SOCIOLOGIA CS I,"Discriminación y lucha por el reconocimiento en el proceso de incorporación de los inmigrantes argentinos, peruanos y ecuatorianos a la región metropolitana",Otra
11100108,Tomas Ariztia,Iniciación,2010,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Construyendo al consumidor de clase media. Un análisis de las prácticas de categorización social del marketing y la publicidad en Chile,UDP
11100176,Esteban Calvo,Iniciación,2010,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Does the chilean pension model influence health and happiness? A multilevel longitudinal analysis,UDP
11110020,Beatriz Cid,Iniciación,2011,UNIV.DE CONCEPCION,SOCIOLOGIA CS I,Agroecología y agricultura orgánica en el centro-sur de Chile: cadenas de valor y redes de gobernanza,Otra
11110058,Viviana Salinas,Iniciación,2011,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Three years after birth: family transitions and the wellbeing of chilean mothers,PUC
11110287,Maria Herrera,Iniciación,2011,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,"Reproducción asistida en Chile: análisis de los repertorios culturales usados para evaluar lo correcto, moral y legitimo en el campo abierto por las nuevas tecnologías reproductivas",UDP
11110296,Maria Fernández,Iniciación,2011,CORPORACION RIMISP,SOCIOLOGIA CS I,Desigualdad territorial y transferencias condicionadas de ingreso: el caso del ingreso ético familiar,Otra
11110328,Leticia Arancibia,Iniciación,2011,PONT. UNIV. CATOLICA DE VALPARAISO,SOCIOLOGIA CS I,Imaginarios sociales sobre el conflicto. Los sistemas de justificación del acuerdo y del disenso en las relaciones entre los actores de enseñanza media,Otra
11110373,Oscar Aguilera,Iniciación,2011,UNIV.CATOLICA DEL MAULE,SOCIOLOGIA CS I,Genealogía de lo juvenil en Chile en el siglo XX. Políticas de visibilidad y emergencias identitarias (c.1906-c.1986),Otra
11110420,Ana Cárdenas,Iniciación,2011,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Trabajo y maternidad: estudio biográfico interpretativo sobre la articulación del ámbito laboral y familiar en mujeres con hijos en la primera infancia,UDP
11110459,Oriana Bernasconi,Iniciación,2011,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,Individuos y regímenes pragmáticos en Chile: hacia una sociología pragmática y moral del individuo,UAH
11110513,Gustavo Blanco,Iniciación,2011,UNIV.AUSTRAL DE CHILE,SOCIOLOGIA CS I,"La sociología del cambio climático: políticas públicas, trayectorias regionales y representaciones sociales del cambio climático en el sur de Chile",Otra
11110528,Elisabeth Simburger,Iniciación,2011,UNIV.DE VALPARAISO,SOCIOLOGIA CS I,"Academic identities and practice in changing institutional contexts of chilean higher education: the case of sociology, education and biology",Otra
11121115,Marcel Theza,Iniciación,2012,UNIV.DE LOS LAGOS,SOCIOLOGIA CS I,Efectos de la multiadhesion en el comportamiento cívico de los jóvenes,Otra
11121144,Ricardo Gaete,Iniciación,2012,UNIV.DE ANTOFAGASTA,SOCIOLOGIA CS I,Una mirada a la responsabilidad social universitaria en la ciudad de Antofagasta,Otra
11121147,Nicolas Somma,Iniciación,2012,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,La difusión de la protesta colectiva en Chile (2000-2011),PUC
11121162,Marcelo Piña,Iniciación,2012,UNIV.CATOLICA DEL MAULE,SOCIOLOGIA CS I,Factores socioculturales que conforman la opinión publica y especializada de los roles sociales de las personas mayores de Chile en el periodo 2002-2012,Otra
11121171,Jeanne Hersant,Iniciación,2012,UNIV.DE PLAYA ANCHA CS. EDUCACION,SOCIOLOGIA CS I,A sociology of the chilean public administration: the court clerks and the criminal procedure reform,Otra
11121203,Juan Castillo,Iniciación,2012,PONT. UNIV. CATOLICA DE CHILE,SOCIOLOGIA CS I,Social justice and citizenship participation: an international comparison with focus on the case of Chile,PUC
11121231,Pedro Canales,Iniciación,2012,UNIV.DE SANTIAGO DE CHILE,SOCIOLOGIA CS I,"El pensamiento de los intelectuales indígenas en la historia reciente de América Latina y Chile, 1980-2010",USACH
11121286,Esteban Valenzuela,Iniciación,2012,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,Cooptación de movimientos regionalistas en tres coyunturas históricas de Chile: modelo y fragilidad de alianza regionalizadora,UAH
11121295,Iskra Pávez,Iniciación,2012,UNIV. UCINF,SOCIOLOGIA CS I,La infancia como sujeto de las políticas públicas e intervenciones sociales: el caso de la niñez migrante en el Chile del siglo XXI,Otra
11121346,Rodrigo Cordero,Iniciación,2012,UNIV.DIEGO PORTALES,SOCIOLOGIA CS I,Pensar la negatividad de lo social: hacia una reconstrucción del concepto de ruptura en la teoría social moderna,UDP
11121353,Marcela Mandiola,Iniciación,2012,UNIV.ALBERTO HURTADO,SOCIOLOGIA CS I,"Género, relaciones laborales y organizaciones académicas. Prácticas y discursos en las universidades chilenas",UAH
11121455,Gloria Baigorrotegui,Iniciación,2012,UNIV.DE SANTIAGO DE CHILE,SOCIOLOGIA CS I,"Plataformas ciudadanas y grupos de conocimiento experto en la conformación de marcos interpretativos en torno a la generación eléctrica ""de base"" en Chile entre 2008 y 2011",USACH
11130005,Carmen Godoy,Iniciación,2013,UNIV.ACADEMIA DE HUMANISMO CRISTIANO,SOCIOLOGIA CS I,El discurso de la igualdad de género en Chile y su recepción en mujeres de las capas medias y altas,Otra
